vuln_id,repo,packages,num_commits_kb,commits_processed,functions_extracted,num_functions
CVE-2016-2162,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts.xwork/xwork-core,1,0,,0
CVE-2016-2166,apache/qpid-proton,,1,1,SSLUnavailable;_connect;connect;listen,4
CVE-2016-2173,spring-projects/spring-amqp.git,org.springframework.amqp/spring-amqp,1,0,,0
CVE-2016-2174,apache/ranger,,2,2,assignPermissionToExistingUsers;findAllXPortalUser;findByRoleUserId;findObjByEventTimeClassTypeAndId;findXPortalUserRolebyXPortalUserId;getEntityManager;getLocalDateForUTCDate;getUTCDate;stringToDate,9
CVE-2016-2192,tada/pljava,,1,1,SQLSyntaxErrorException;addTypeMapping;assertInPath;dropTypeMapping;getDeploymentDescriptors;getFullSqlName;getFullSqlNameOwned;getJarId;getSchemaId;rawManifest,10
CVE-2016-2402,square/okhttp,com.squareup.okhttp/okhttp;org.sonarsource.scanner.api/sonar-scanner-api;p2.eclipse-plugin/org.eclipse.m2e.maven.runtime;com.squareup.okhttp3/okhttp,3,2,Android;AndroidTrustRootIndex;AssertionError;Builder;CertificateAuthorityCouncil;CertificateChainCleaner;CertificatePinner;OkHttpClient;RealTrustRootIndex;apply;certificateAuthorityCouncil;clean;findByIssuerAndSignature;get;normalizeCertificateChain;sha1;socketFactory;trustManager;trustRootIndex;verifySignature,20
CVE-2016-2415,https://android.googlesource.com/platform/packages/apps/Exchange.git,,1,0,,0
CVE-2016-2426,https://android.googlesource.com/platform/frameworks/base.git,,1,0,,0
CVE-2016-2537,mafintosh/is-my-json-valid,,1,1,,0
CVE-2016-3081,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core,1,0,,0
CVE-2016-3082,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts/struts2-core,1,0,,0
CVE-2016-3084,cloudfoundry/uaa,org.cloudfoundry.identity/cloudfoundry-identity-server,4,2,forgotPassword,1
CVE-2016-3087,apache/struts.git,org.apache.struts/struts2-core,2,0,,0
CVE-2016-3088,https://gitbox.apache.org/repos/asf/activemq.git,org.apache.activemq/activemq-osgi;org.apache.activemq/activemq-core;org.apache.activemq/activemq-all;org.apache.activemq/activemq-broker,1,0,,0
CVE-2016-3114,NexMirror/Kallithea,,1,1,HTTPBadRequest;HTTPNotFound;delete_comment;not;post;preview_comment,6
CVE-2016-3674,x-stream/xstream,com.microsoft.azure/applicationinsights-spring-boot-starter;com.thoughtworks.xstream/xstream;org.apache.servicemix.bundles/org.apache.servicemix.bundles.xstream,8,2,DocumentException;DomDriver;createReader;createWriter;setOutputFormat,5
CVE-2016-3693,svenfuchs/safemode,,1,1,,0
CVE-2016-3720,FasterXML/jackson-dataformat-xml,com.fasterxml.jackson.dataformat/jackson-dataformat-xml,1,1,XmlFactory,1
CVE-2016-4430,apache/struts,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core;opensymphony/xwork,1,1,OgnlException;callMethod;checkEnableEvalExpression;checkSimpleMethod;compileAndExecute;compileAndExecuteMethod;execute;invokeAction;isArithmeticExpression;isEvalExpression;isSimpleMethod,11
CVE-2016-4431,apache/struts,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core;opensymphony/xwork,1,1,OgnlException;callMethod;checkEnableEvalExpression;checkSimpleMethod;compileAndExecute;compileAndExecuteMethod;execute;invokeAction;isArithmeticExpression;isEvalExpression;isSimpleMethod,11
CVE-2016-4433,apache/struts,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core;opensymphony/xwork,1,1,OgnlException;callMethod;checkEnableEvalExpression;checkSimpleMethod;compileAndExecute;compileAndExecuteMethod;execute;invokeAction;isArithmeticExpression;isEvalExpression;isSimpleMethod,11
CVE-2016-4436,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts/struts2-core,2,0,,0
CVE-2016-4437,apache/shiro,org.apache.shiro/shiro-core;org.apache.shiro/shiro-all,1,1,ConfigurationException;bindWebSecurityManager;loadShiroIni;setCipherKey,4
CVE-2016-4438,apache/struts,,1,1,handleDynamicMethodInvocation,1
CVE-2016-4442,MiniProfiler/rack-mini-profiler,,1,1,call;diagnostics;get_unviewed_ids;handle_cookie;help;initialize;serve_html;text_result;watch,9
CVE-2016-4464,https://gitbox.apache.org/repos/asf/cxf-fediz.git,,1,0,,0
CVE-2016-4465,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core;opensymphony/xwork,2,0,,0
CVE-2016-4562,ImageMagick/ImageMagick,,1,1,DrawClipPath;DrawDashPolygon;DrawImage;DrawPrimitive;DrawStrokePolygon;GetDrawInfo;GetNextToken;RelinquishMagickMemory;sizeof,9
CVE-2016-4563,ImageMagick/ImageMagick,,1,1,DrawClipPath;DrawDashPolygon;DrawImage;DrawPrimitive;DrawStrokePolygon;GetDrawInfo;GetNextToken;RelinquishMagickMemory;sizeof,9
CVE-2016-4564,ImageMagick/ImageMagick,,1,1,DrawClipPath;DrawDashPolygon;DrawImage;DrawPrimitive;DrawStrokePolygon;GetDrawInfo;GetNextToken;RelinquishMagickMemory;sizeof,9
CVE-2016-4800,eclipse/jetty.project,org.apache.felix/org.apache.felix.http.jetty;org.eclipse.jetty/jetty-util;org.eclipse.jetty.aggregate/jetty-all;org.apache.avro/avro-tools;org.eclipse.jetty/jetty-runner;org.ops4j.pax.web/pax-web-jetty-bundle;org.apache.felix/org.apache.felix.http.bundle;org.eclipse.jetty/jetty-server,1,1,File;FileResource;InvalidPathException;MalformedURLException;PathResource;URI;URL;addDecodedPath;addPath;assertValidPath;check;checkAliasPath;checkFileAlias;equals;getReadableByteChannel;getURL;initCause;isAlias;lastModified;list;normalizeURI;toString,22
CVE-2016-4970,netty/netty,io.netty/netty-handler;io.netty/netty-all,2,2,SSLEngineResult;wrap,2
CVE-2016-4974,apache/qpid-jms-amqp-0-x,,1,1,ClassLoadingAwareObjectInputStream;ClassNotFoundException;JMSObjectMessage;JMSObjectMessageFactory;checkSecurity;createMessage;getConnectionSettings;isTrusted;load;newDefaultRegistry;read;resolveClass;resolveProxyClass,13
CVE-2016-4977,spring-projects/spring-security-oauth.git,org.springframework.security.oauth/spring-security-oauth2,1,0,,0
CVE-2016-5001,apache/hadoop,org.apache.hadoop/hadoop-hdfs;org.apache.hadoop/hadoop-hdfs-client;org.apache.avro/avro-tools,2,2,BufferedOutputStream;DNConf;DataOutputStream;IOException;blockChecksum;calcPartialBlockChecksum;checkAccess;checkAndWaitForBP;checkBlockToken;copyBlock;fetchLocatedBlocksAndGetLastBlockLength;get;getBpReadyTimeout;getBufferedOutputStream;getDNRegistrationForBP;getIpcPort;getOutputStream;getReplicaVisibleLength;getTrustedChannelResolver;incrDatanodeNetworkErrors;noRegistration;readBlock;readBlockLength;replaceBlock;requestShortCircuitFds;requestShortCircuitFdsForRead;sendResponse;sendShortCircuitShmResponse;transferBlock;updateCurrentThreadName;writeBlock;writeSuccessWithChecksumInfo,32
CVE-2016-5007,spring-projects/spring-framework.git,org.springframework/spring-webmvc;org.springframework/org.springframework.web.servlet;org.apache.servicemix.bundles/org.apache.servicemix.bundles.spring-webmvc,1,0,,0
CVE-2016-5016,cloudfoundry/uaa,org.cloudfoundry.identity/cloudfoundry-identity-common;org.cloudfoundry.identity/cloudfoundry-identity-server,3,2,CertificateException;LdapSocketFactory;ProcessLdapProperties;X509ExpiryCheckingTrustManager;checkClientTrusted;checkServerTrusted;createSocket;getAcceptedIssuers;getDefault;getDefaultCipherSuites;getSupportedCipherSuites;process;setDelegate,13
CVE-2016-5104,libimobiledevice/libimobiledevice,,1,1,socket_accept;socket_create,2
CVE-2016-5180,c-ares/c-ares,,1,1,ares_create_query;free,2
CVE-2016-5431,nov/jose-php,,1,1,JOSE_Exception_UnexpectedAlgorithm;_verify;hash_equals,3
CVE-2016-5641,swagger-api/swagger-codegen,io.swagger/swagger-codegen,9,2,ApiClient;EnumClass;Project;PropertyClass;_ABC;_EFG;_XYZ_;_return;arrayArrayNumber;arrayNumber;baz;breed;category;className;code;color;complete;dateTime;declawed;email;equals;escapeQuotationMark;escapeUnsafeCharacters;firstName;generate;get123Number;getArrayArrayNumber;getArrayNumber;getBar;getBasePath;getBaz;getBreed;getCategory;getClassName;getCode;getColor;getComplete;getDateTime;getDeclawed;getEmail;getFirstName;getFoo;getId;getJustNumber;getLastName;getMap;getMapOfMapProperty;getMapProperty;getMessage;getName;getPassword;getPetId;getPhone;getPhotoUrls;getProperty;getPropertyClass;getQuantity;getReturn;getShipDate;getSnakeCase;getSpecialPropertyName;getStatus;getTags;getType;getUserStatus;getUsername;getUuid;hashCode;id;intercept;justNumber;lastName;map;mapOfMapProperty;mapProperty;message;name;onRequestProgress;password;petId;phone;photoUrls;postProcessModelsEnum;property;quantity;setApiClient;setArrayArrayNumber;setArrayNumber;setBaz;setBreed;setCategory;setClassName;setCode;setColor;setComplete;setDateTime;setDeclawed;setEmail;setFirstName;setFullJavaUtil;setId;setJustNumber;setLastName;setMap;setMapOfMapProperty;setMapProperty;setMessage;setName;setPassword;setPetId;setPhone;setPhotoUrls;setProperty;setPropertyClass;setQuantity;setReturn;setShipDate;setSpecialPropertyName;setStatus;setTags;setType;setUserStatus;setUsername;setUuid;shipDate;specialPropertyName;status;tags;testCodeInjectEnd;testCodeInjectEndAsync;testCodeInjectEndCall;testCodeInjectEndWithHttpInfo;testEnumQueryParameters;testEnumQueryParametersAsync;testEnumQueryParametersCall;testEnumQueryParametersWithHttpInfo;toEnumVarName;toIndentedString;toString;type;update;userStatus;username;uuid,144
CVE-2016-5697,onelogin/ruby-saml,,1,1,append_error,1
CVE-2016-6194,rabbitmq/rabbitmq-jms-client,com.rabbitmq.jms/rabbitmq-jms,1,1,ClassNotFoundException;DeliveryExecutor;RMQObjectMessage;WhiteListObjectInputStream;addIntegerRefProperty;addStringRefProperty;addTrustedPackage;amqpReadable;checkWhiteList;convertJmsMessage;convertMessage;createConnection;createSession;fromMessage;generateInternalID;generateJMSTypeIdents;getAcknowledgeMode;getInternalID;getObject;getReference;getTrustedPackages;internalSend;load;loggerDebugByteArray;normalise;objectToInt;recreate;resolveClass;resolveProxyClass;scheme;setAmqp;setAmqpExchangeName;setAmqpQueueName;setClientID;setComplete;setObject;setRabbitUri;setSsl;setTrustedPackages;setUri;shouldTrustAllPackages;this;toByteArray;toString;uriHostEscape;uriUInfoEscape;uriVirtualHostEscape;writePrimitive,48
CVE-2016-6298,latchset/jwcrypto,,1,1,Exception;_Rsa15;unwrap,3
CVE-2016-6581,python-hyper/hpack,,1,1,InvalidTableIndex;OversizedHeaderListError;__init__;_encode_table_size_change;decode,5
CVE-2016-6652,spring-projects/spring-data-jpa,org.springframework.data/spring-data-jpa,1,1,InvalidDataAccessApiUsageException;JpaOrder;JpaSort;Sort;and;andUnsafe;applySorting;checkSortExpression;findByAndSort;findByAsArrayAndSort;getFunctionAliases;getOrderClause;getOuterJoinAliases;ignoreCase;isAlreadyFetched;isIgnoreCase;isUnsafe;nullsFirst;nullsLast;nullsNative;path;this;toString;unsafe;with;withUnsafe,26
CVE-2016-6793,apache/wicket.git,org.apache.wicket/wicket;org.apache.wicket/wicket-util,1,0,,0
CVE-2016-6795,apache/struts,org.apache.struts/struts2-convention-plugin,2,2,determineResultPath;disableParse;findResult,3
CVE-2016-6801,http://svn.apache.org/repos/asf/jackrabbit,org.apache.jackrabbit/jackrabbit-webdav,13,0,,0
CVE-2016-6802,apache/shiro,org.apache.shiro/shiro-all;org.apache.shiro/shiro-web,1,1,decodeRequestString;getContextPath,2
CVE-2016-6805,apache/ignite,,1,1,getSystemProperties;safeSnapshot;snapshot,3
CVE-2016-6809,apache/tika,org.apache.tika/tika-parsers;org.apache.tika/tika-app,1,1,,0
CVE-2016-6814,apache/groovy,org.codehaus.groovy/groovy-all;org.codehaus.groovy/groovy,1,1,UnsupportedOperationException;readObject;readResolve,3
CVE-2016-7043,kiegroup/droolsjbpm-integration,,1,1,getUser;loadControllerPassword;loadPassword;loadServerPassword,4
CVE-2016-7051,FasterXML/jackson-dataformat-xml,com.fasterxml.jackson.dataformat/jackson-dataformat-xml,1,1,XmlFactory,1
CVE-2016-7528,ImageMagick/ImageMagick,,1,1,,0
CVE-2016-8629,keycloak/keycloak,,1,1,NotFoundException;getUserAdapter;updateUser,3
CVE-2016-8640,geopython/pycsw,,1,1,_parse_condition;_parse_constraint;cql2fes1;getrecords,4
CVE-2016-8738,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts.xwork/xwork-core;org.apache.struts/struts2-core;opensymphony/xwork,1,0,,0
CVE-2016-8744,apache/brooklyn-server,,1,1,Constructor;Yaml;dump;getAs;getTextOfYamlAtPath;newYaml,6
CVE-2016-8749,apache/camel.git,org.apache.camel/camel-core;org.apache.camel/camel-jackson;p2.eclipse-plugin/org.apache.camel.camel-core;org.apache.camel/camel-core-engine;org.apache.activemq/activemq-all,12,0,,0
CVE-2016-9177,perwendel/spark,,1,1,DirectoryTraversalDetection;configure;configureExternal;configureJarCase;consumeWithFileResourceHandlers;external;externalConfiguredTo;getResource;local;localConfiguredTo;protectAgainstForExternal;protectAgainstInClassPath;removeLeadingAndTrailingSlashesFrom;toString,14
CVE-2016-9243,pyca/cryptography,cryptography/cryptography,1,1,_expand,1
CVE-2016-9298,ImageMagick/ImageMagick,,1,1,,0
CVE-2016-9878,spring-projects/spring-framework.git,org.springframework/spring-webmvc;org.springframework/org.springframework.web.servlet;org.apache.servicemix.bundles/org.apache.servicemix.bundles.spring-webmvc;org.springframework/spring,3,0,,0
CVE-2016-9879,spring-projects/spring-security.git,org.apache.servicemix.bundles/org.apache.servicemix.bundles.spring-security-web;org.springframework.security/spring-security-web,1,0,,0
CVE-2016-9909,html5lib/html5lib-python,html5lib/html5lib,1,1,ValueError;__init__;htmlentityreplace_errors;serialize,4
CVE-2016-9910,html5lib/html5lib-python,html5lib/html5lib,1,1,ValueError;__init__;htmlentityreplace_errors;serialize,4
CVE-2017-0359,https://salsa.debian.org/reproducible-builds/diffoscope.git,,1,0,,0
CVE-2017-0904,jtdowney/private_address_check,,1,1,,0
CVE-2017-0906,recurly/recurly-client-python,,1,1,_update;all;count;get,4
CVE-2017-1000188,mde/ejs,,1,1,rethrow,1
CVE-2017-1000189,mde/ejs,,1,1,rethrow,1
CVE-2017-1000207,swagger-api/swagger-parser,io.swagger/swagger-parser,1,1,isJson,1
CVE-2017-1000208,swagger-api/swagger-parser,io.swagger/swagger-parser,1,1,isJson,1
CVE-2017-1000228,mde/ejs,,1,1,rethrow,1
CVE-2017-1000243,jenkinsci/favorite-plugin,,1,1,doToggleFavorite,1
CVE-2017-1000433,rohe/pysaml2,,1,1,ValueError;__call__;except;is_equal;verify,5
CVE-2017-1000486,primefaces/primefaces,,1,1,IOException;handle,2
CVE-2017-1000487,codehaus-plexus/plexus-utils,org.codehaus.plexus/plexus-utils;org.apache.tika/tika-app;org.springframework.cloud/spring-cloud-contract-shade;org.ops4j.pax.runner/pax-runner-no-jcl,1,1,Commandline;execute;getCommandLine;getCommandline;getEnvironmentVariables;getExecutable;getExecutableQuoteDelimiter;getExecutionPreamble;getLiteralExecutable;getPosition;getQuotingTriggerChars;getRawCommandLine;getShellCommandLine;getSystemEnvVars;quoteOneItem;setExecutable;setExecutableQuoteDelimiter;setShell;setUnconditionalQuoting;this;unifyQuotes;verifyShellState,22
CVE-2017-1000491,rhysd/Shiba,,1,1,blockquote;br;code;codespan;del;em;heading;hr;html;image;lexer;link;list;listitem;paragraph;parse;parser;setOptions;strong;table;tablecell;tablerow;text,23
CVE-2017-1000498,BigBadaboom/androidsvg,,1,1,SVGParseException;endDocument;endElement;getValue;parse;parseUsingSAX;parseUsingXmlPullParser;startDocument;startElement;text,10
CVE-2017-1000502,jenkinsci/ec2-plugin,,1,1,SlaveTemplate;UnixData;attach;doCheckJvmopts;doCheckRemoteAdmin;doCheckRootCommandPrefix;doCheckSlaveCommandPrefix;doCheckTmpDir;doFillRegionItems;getHelpFile;launch;readResolve,12
CVE-2017-1001002,josdejong/mathjs,,1,1,factory,1
CVE-2017-1001003,josdejong/mathjs,,1,1,Error;factory,2
CVE-2017-1001004,josdejong/typed-function,,1,1,,0
CVE-2017-1002150,fedora-infra/python-fedora,,1,1,url,1
CVE-2017-11173,cyu/rack-cors,,1,1,origins,1
CVE-2017-11905,chakra-core/ChakraCore,,1,1,,0
CVE-2017-11910,chakra-core/ChakraCore,,1,1,AssertOrFailFast,1
CVE-2017-12098,sferik/rails_admin,,1,1,,0
CVE-2017-12159,keycloak/keycloak,,1,1,AccountFederatedIdentityBean;ForbiddenException;UrlBean;accountSessionsLogoutPage;accountSessionsPage;accountTotpPage;accountTotpRemove;csrfCheck;getAccountCookiePath;getActionUrl;getRealmCookiePath;getRevokeClientUrl;getSessionsUrl;getStateChecker;isConnected;loginRedirect;parseOrder;processAccountUpdate;processFederatedIdentityUpdate;processPasswordUpdate;processSessionsLogout;processTotpRemove;updateCsrfChecks,23
CVE-2017-12174,apache/activemq-artemis,org.apache.activemq/artemis-commons,2,2,IndexOutOfBoundsException;readNullableSimpleString;readSimpleString,3
CVE-2017-12196,undertow-io/undertow,io.undertow/undertow-core,2,2,authenticate;handleDigestHeader,2
CVE-2017-12197,letonez/libpam4j,org.kohsuke/libpam4j,1,1,authenticate;check,2
CVE-2017-12610,apache/kafka,org.apache.kafka/kafka-clients;org.apache.servicemix.bundles/org.apache.servicemix.bundles.kafka-clients,3,2,SaslException;clearCredentials;evaluateResponse;verifyClientProof,4
CVE-2017-12611,https://gitbox.apache.org/repos/asf/struts.git,org.apache.struts/struts2-core,2,0,,0
CVE-2017-12612,apache/spark,org.apache.spark/spark-launcher_2.12;org.apache.spark/spark-launcher_2.11,6,2,FilteredObjectInputStream;IllegalArgumentException;resolveClass,3
CVE-2017-12624,apache/cxf,org.apache.tomee.patch/cxf-rt-frontend-jaxrs;org.apache.cxf/cxf-core;org.apache.cxf/cxf-bundle;org.apache.cxf/cxf-rt-transports-http;org.apache.cxf/cxf-bundle-jaxrs;org.apache.tika/tika-app;org.apache.cxf/cxf-rt-frontend-jaxrs;org.apache.cxf/cxf-rt-core;org.apache.tomee.patch/cxf-api;org.apache.cxf/cxf-api,2,2,Attachment;AttachmentDeserializer;HeaderSizeExceededException;WebApplicationException;createAttachment;createAttachments;get;getContentId;getContextualBoolean;getContextualInteger;loadPartHeaders;readLine,12
CVE-2017-12629,apache/lucene-solr,org.infinispan/infinispan-embedded-query;org.apache.lucene/lucene-queryparser;org.apache.solr/solr-core,5,2,CoreParser;ParserException;SAXException;addSpanQueryBuilder;getEntityResolver;getErrorHandler;getQuery;init;parseXML,9
CVE-2017-12631,apache/cxf-fediz,,3,2,BadCredentialsException;getState,2
CVE-2017-12791,saltstack/salt,,1,1,bool;clean_id;clean_path,3
CVE-2017-12795,openmrs/openmrs-module-htmlformentry,,1,1,handleRequest,1
CVE-2017-12852,numpy/numpy,numpy/numpy,4,2,ValueError;pad,2
CVE-2017-12867,simplesamlphp/simplesamlphp,,1,1,calculateTokenValue;sha1,2
CVE-2017-12871,simplesamlphp/simplesamlphp,,1,1,_aesEncrypt,1
CVE-2017-13098,bcgit/bc-java,org.bouncycastle/bctls-jdk15on,1,1,safeDecryptPreMasterSecret,1
CVE-2017-13309,google/conscrypt,com.github.tomakehurst/wiremock-jre8-standalone;org.conscrypt/conscrypt-openjdk-uber,1,1,readEncryptedData;readEncryptedDataDirect;readEncryptedDataHeap,3
CVE-2017-14063,AsyncHttpClient/async-http-client,org.asynchttpclient/async-http-client,1,1,computeFragment;computeIPV6;computeInitialScheme;computeQuery;computeQueryOnlyPath;computeUserInfo;findWithinCurrentRange;handlePathDots;isFragmentOnly;isValidProtocol;isValidProtocolChar;overrideWithContext;removeEmbedded2Dots;splitUrlAndQuery;trimFragment;trimLeft;trimRight,17
CVE-2017-14619,thorsten/phpMyFAQ,,1,1,getRecordTitle,1
CVE-2017-14949,restlet/restlet-framework-java,,2,2,getDocumentBuilder,1
CVE-2017-15051,nilsteampassnet/teampass,,1,1,AfficherDetailsItem;accessToItemIsGranted;chmodRecursive;foreach;identifyUserRights;prepareExchangedData;redirect,7
CVE-2017-15052,nilsteampassnet/TeamPass,,1,1,ChangeUSerAdminBy;Change_user_rights;array;array_push;explode;filter_input;foreach;function;html;intval;logEvents;prefix_table;prepareExchangedData,13
CVE-2017-15053,nilsteampassnet/TeamPass,,1,1,array_push;cleanFields;encryptFollowingDefuse;mysqli_query;refresh_roles_matrix;replace_a_line;sanitiseString,7
CVE-2017-15054,nilsteampassnet/TeamPass,,1,1,ImportCSV;LaunchAdminActions;addslashes;array;exit;prefix_table;prepareExchangedData;rest_delete;rest_get;sanitiseString;updateCacheTable,11
CVE-2017-15055,nilsteampassnet/TeamPass,,1,1,AfficherDetailsItem;accessToItemIsGranted;chmodRecursive;foreach;identifyUserRights;prepareExchangedData;redirect,7
CVE-2017-15089,infinispan/infinispan,org.infinispan/infinispan-embedded;org.infinispan/infinispan-remote;org.infinispan/infinispan-client-hotrod,2,2,CheckedClassResolver;CheckedInputStream;GenericJBossMarshaller;classNotInWhitelist;isSafeClass;resolveClass;start;unmarshallIntCollection,8
CVE-2017-15095,FasterXML/jackson-databind,com.fasterxml.jackson.core/jackson-databind,1,1,,0
CVE-2017-15133,miekg/dns,,1,1,func,1
CVE-2017-15691,apache/uima-uimaj,org.apache.uima/uimaj-core;org.apache.uima/uimaj-adapter-vinci;org.apache.uima/jVinci;org.apache.uima/uimaj-tools,1,1,Descriptor;RuntimeException;createSAXParser;createXMLReader;deserialize;isValidXmlUtf16int;listNames;loadXmiFile;parse;parseFactoryConfig;xmlToTransportable;xmlToVinciFrame,12
CVE-2017-15694,apache/geode,org.apache.geode/geode-gfsh;org.apache.geode/geode-core,5,2,BaseManagementService;GemFireCacheImpl;JmxManagerAdvisee;SystemManagementService;assertThat;authorize;builder;call;createInternalRegion;createOrGetExistingExportLogsRegion;createVMRegion;execute;executeFunction;getCache;getCacheForProcessingClientRequests;getCachePerfStats;getDistributedMemberByNameOrId;getId;getManagementService;getRegion;invokeRegionEntrySynchronizationListenersAfterSynchronization;isHA;isServerNode;modifyInternalRegionSuperUser;newSystemManagementService;parseModes;queryData;regions;registerPdxMetaData;runCommandsPermittedAndForbiddenBy;setOptimizeForWrite;setPdxReadSerializedOverride;shutDown;startHttpService;stopAgent;throwIfClient;toString,37
CVE-2017-15695,apache/geode,org.apache.geode/geode-gfsh;org.apache.geode/geode-lucene;org.apache.geode/geode-core,7,2,execute;getRequiredPermissions;process;verifyCacheExists,4
CVE-2017-15703,apache/nifi,,1,1,AuthorizerCreationException;IOException;IllegalArgumentException;JAXBException;ProtocolException;RuntimeException;StreamSource;convertLegacyAuthorizedUsers;createSafeReader;deserialize;isMoreData;loadAuthorizersConfiguration;loadLoginIdentityProvidersConfiguration;marshal;parseDto;parseTemplateStream;saveAuthorizations;unmarshal;unmarshallTenants;uploadTemplate,20
CVE-2017-15709,apache/activemq,org.apache.activemq/activemq-unit-tests;org.apache.activemq/activemq-all;org.apache.activemq/activemq-osgi;org.apache.activemq/activemq-client,3,2,createWireFormat;getPlatformDetails;isIncludePlatformDetails;setIncludePlatformDetails,4
CVE-2017-15719,sebfz1/wicket-jquery-ui,,9,2,DefaultEditorPage;Editor;HtmlPolicyBuilder;convertInput;getEditorMarkupId;newPolicyFactory;onBeforeRender;onComponentTag,8
CVE-2017-15728,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15729,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15730,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15731,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15733,thorsten/phpMyFAQ,,1,1,deleteAttachment;exit,2
CVE-2017-15734,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15735,thorsten/phpMyFAQ,,1,1,,0
CVE-2017-15808,thorsten/phpMyFAQ,,1,1,exit,1
CVE-2017-15809,thorsten/phpMyFAQ,,1,1,exit;json_encode,2
CVE-2017-15879,keystonejs/keystone,,1,1,count;createContext;createMany;createManyMutation;createMutation;createOne;deleteMany;deleteManyMutation;deleteMutation;deleteOne;endSession;findMany;findOne;getGqlNames;itemQuery;listQuery;listQueryMeta;startSession;updateMany;updateManyMutation;updateMutation;updateOne,22
CVE-2017-15928,ohler55/ox,,1,1,Init_ox;set_error,2
CVE-2017-16003,felixrieseberg/windows-build-tools,,1,1,,0
CVE-2017-16008,i18next/i18next,,1,1,applyReplacement,1
CVE-2017-16013,hapijs/hapi,,1,1,,0
CVE-2017-16014,http-party/node-http-proxy,,1,1,,0
CVE-2017-16015,caolan/forms,,1,1,tag,1
CVE-2017-16016,apostrophecms/sanitize-html,,1,1,sanitizeHtml,1
CVE-2017-16025,hapijs/nes,,1,1,,0
CVE-2017-16042,tj/node-growl,,1,1,exec;growl;spawn,3
CVE-2017-16136,expressjs/method-override,,1,1,createQueryGetter,1
CVE-2017-16226,browserify/static-eval,,1,1,walk,1
CVE-2017-16228,dulwich/dulwich,,1,1,StrangeHostname;__init__;run_command,3
CVE-2017-16244,octobercms/october,,1,1,hash_equals;runPage;setComponentPropertiesFromParams;verifyCsrfToken,4
CVE-2017-16613,openstack-archive/swauth,,1,1,__call__;_get_concealed_token;get_groups;handle_delete_user;handle_get_token;handle_validate_token;sha512,7
CVE-2017-16615,thanethomson/MLAlchemy,,1,1,parse_query;parse_yaml_query,2
CVE-2017-16616,Stranger6667/pyanyapi,,1,1,YAMLInterface,1
CVE-2017-16618,tadashi-aikawa/owlmixin,,1,1,increase_indent;load_yaml;load_yamlf,3
CVE-2017-16763,bbengfort/confire,,1,1,load,1
CVE-2017-16764,illagrenan/django-make-app,,1,1,,0
CVE-2017-16876,lepture/mistune,,1,1,InlineGrammar;_pure_pattern,2
CVE-2017-16880,filp/whoops,,1,1,dump;htmlspecialchars;print_r,3
CVE-2017-17042,lsegal/yard,,1,1,,0
CVE-2017-17485,FasterXML/jackson-databind,org.apache.htrace/htrace-core;com.fasterxml.jackson.core/jackson-databind;org.apache.htrace/htrace-core4;com.notnoop.apns/apns,1,1,SubTypeValidator;_validateSubType;checkIllegalTypes;createBeanDeserializer;instance;isIgnorableType;validateSubType,7
CVE-2017-18349,alibaba/fastjson,com.alibaba/fastjson,1,1,deserialze,1
CVE-2017-18367,seccomp/libseccomp-golang,,1,1,add_struct_arg_cmp;calloc;get_micro_version,3
CVE-2017-18638,graphite-project/graphite-web,,1,1,HttpResponse;mygraph;send_email;url,4
CVE-2017-2617,hawtio/hawtio,io.hawt/hawtio-system,1,1,FileUploadException;GlobalFileUploadFilter;IllegalArgumentException;IllegalStateException;MagicNumberFileFilter;RuntimeException;accept;apply;constructDefaultScriptingContent;constructFilters;doPost;fileAllowed;getByteOffset;getExceptions;getFilterConfig;getFilters;getFinalProhibitedList;getMagicNumbers;getMaxFileSizeAllowed;getMaxSize;getPath;hexStringToByteArray;isAsciiContentDangerous;isAsciiFile;isExceptionConfigured;isFileUploadFilterConfigured;newFileUploadFilter;setByteOffset;setExceptions;setMagicNumbers;setMaxSize;toIntExact;translateFileSize;unzip;update;uploadFiles;validateString,37
