vuln_id,affected_package,ecosystem,severity,fix_commits_found,functions_mined,num_functions_mined,functions_capped,source_repo
GHSA-vmfc-9982-2m45,weblate,pypi,medium,1,_is_global_address;_parse_hostname_ip;_unwrap_ipv6_transition;validate_untrusted_hostname,4,False,WeblateOrg/weblate
GHSA-f66q-9rf6-8795,Flask-Security-Too,pypi,medium,0,,0,False,
GHSA-q855-8rh5-jfgq,ha-mcp,pypi,medium,2,_guarded;_ingress_only;_mount;_save_backup_config;register_settings_routes,5,False,homeassistant-ai/ha-mcp
GHSA-v3q9-hj7j-63hq,aiosmtplib,pypi,medium,0,,0,False,
GHSA-jgx9-jr5x-mvpv,open-webui,pypi,medium,0,,0,False,
GHSA-vjm7-m4xh-7wrc,open-webui,pypi,high,0,,0,False,
GHSA-xc8p-9rr6-97r2,open-webui,pypi,high,0,,0,False,
GHSA-9f4f-jv96-8766,open-webui,pypi,high,1,,0,False,open-webui/open-webui
GHSA-8gh5-qqh8-hq3x,open-webui,pypi,medium,1,get_html_file_content_by_id,1,False,open-webui/open-webui
GHSA-hwpq-hmq9-wj77,onnx,pypi,medium,1,,0,False,onnx/onnx
GHSA-473p-56xx-vg67,kiwitcms,pypi,low,0,,0,False,
GHSA-hmj5-jm8h-h9fh,kiwitcms,pypi,medium,0,,0,False,
GHSA-2pq5-3q89-j7cc,langroid,pypi,critical,0,,0,False,
GHSA-798h-hpph-m24j,linuxfabrik-lib,pypi,high,0,,0,False,
GHSA-gjgq-w2m6-wr5q,langroid,pypi,high,0,,0,False,
GHSA-q9p7-wqxg-mrhc,langroid,pypi,critical,0,,0,False,
GHSA-6xc5-4r68-67fc,langroid,pypi,critical,0,,0,False,
GHSA-r35r-fpx2-jgr4,linuxfabrik-lib,pypi,low,0,,0,False,
GHSA-h9f9-h6gm-wc85,flyto-core,pypi,high,0,,0,False,
GHSA-794r-5rp2-fpg8,flyto-core,pypi,high,0,,0,False,
GHSA-jhhc-3hcp-qhm5,weasyprint,pypi,medium,0,,0,False,
GHSA-55f6-pf8r-c2f4,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-rh62-j648-g5qc,recce,pypi,high,0,,0,False,
GHSA-v8rp-6xcv-fwgh,kiwitcms,pypi,low,0,,0,False,
GHSA-rxw2-pc8j-vxwm,fast-mcp-telegram,pypi,critical,0,,0,False,
GHSA-8w6w-23mq-h8rg,linuxfabrik-lib,pypi,high,0,,0,False,
GHSA-gg9x-qcx2-xmrh,joserfc,pypi,high,1,__init__;import_key,2,False,authlib/joserfc
GHSA-gfhv-vqv2-4544,dulwich,pypi,high,0,,0,False,
GHSA-pmch-g965-grmr,langroid,pypi,high,1,,0,False,langroid/langroid
GHSA-fg23-3346-88f5,langroid,pypi,high,1,examples;generate_unique_id;handle;hello;safe_resolve_path,5,False,langroid/langroid
GHSA-84hp-mqvj-3p8h,mcp-memory-service,pypi,critical,0,,0,False,
GHSA-gvpp-v77h-5w8g,neuro-cortex-memory,pypi,high,0,,0,False,
GHSA-f8h2-c479-vqxf,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-mjmg-352j-f456,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-7h6r-6p76-68c9,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-jg3h-pv7c-4f9c,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-5rff-8f7c-8jmw,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-rj4c-r689-cm87,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-8qxc-57hf-hc9j,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-jr2x-6qf6-q5mc,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-vjg6-gm8m-v5g6,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-f29h-2h58-48r7,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-mw5r-wq2m-397c,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-p594-7xw4-g76p,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-vr3p-gg26-45v9,openbabel,pypi,high,1,,0,False,openbabel/openbabel
GHSA-m982-7q3h-r784,openbabel,pypi,medium,1,,0,False,openbabel/openbabel
GHSA-55j6-rjhx-hwfh,openbabel,pypi,medium,1,,0,False,openbabel/openbabel
GHSA-j9pp-7wfg-q7fj,openbabel,pypi,low,1,,0,False,openbabel/openbabel
GHSA-8wq6-qh76-wpv9,openbabel,pypi,high,0,,0,False,
GHSA-j35x-w4gj-pf7w,openbabel,pypi,high,2,,0,False,openbabel/openbabel
GHSA-8j3x-m868-cpw8,openbabel,pypi,low,1,,0,False,openbabel/openbabel
GHSA-pp85-5j63-xpq3,openbabel,pypi,low,1,,0,False,openbabel/openbabel
GHSA-rxpr-wq63-jr7p,openbabel,pypi,low,2,,0,False,openbabel/openbabel
GHSA-4w5w-4fhm-q483,openbabel,pypi,low,2,,0,False,openbabel/openbabel
GHSA-6xw4-2g22-26h8,openbabel,pypi,low,2,,0,False,openbabel/openbabel
GHSA-73cv-556c-w3g6,mcp-pinot-server,pypi,critical,2,PinotEndpoints;ServerConfig;_enforce_http_auth_safety;_extract_sql_table_names;_is_loopback_host;_split_sql_statements;_sql_words;_strip_sql_comments;_strip_trailing_pinot_option;append_current_word;execute_query;load_server_config;option_clause_ends_statement;pinot_query;reload_table_filters;validate_read_query,16,True,startreedata/mcp-pinot
GHSA-2r68-g678-7qr3,mcp-memory-service,pypi,high,0,,0,False,
GHSA-75mw-h36v-2jv7,dosage,pypi,medium,0,,0,False,
GHSA-wphv-vfrh-23q5,joserfc,pypi,medium,0,,0,False,
GHSA-4c3c-r6p8-c863,flawfinder,pypi,low,0,,0,False,
GHSA-5w7q-77mv-v69f,python-socketio,pypi,high,0,,0,False,
GHSA-cgwc-pv48-fhj5,python-engineio,pypi,high,0,,0,False,
GHSA-98x5-vq43-vc5p,semantic-router,pypi,critical,0,,0,False,
GHSA-m9gh-vj53-gvh9,python-engineio,pypi,high,0,,0,False,
GHSA-m8j6-rc5x-wv36,nono-py,pypi,medium,2,ProxyConfig;allow_all_hosts,2,False,nolabs-ai/nono-py
GHSA-9j7f-3r4p-pwh6,nono-py,pypi,medium,1,main;sandboxed_exec,2,False,nolabs-ai/nono-py
GHSA-f65r-h4g3-3h9h,backpropagate,pypi,critical,0,,0,False,
GHSA-72w7-mf9g-733p,nono-py,pypi,medium,1,main,1,False,nolabs-ai/nono-py
GHSA-cg7w-rg45-pc59,pydantic-ai-slim,pypi,medium,2,ResolvedUrl;_embedded_ipv4s;_normalize_ip;at,4,False,pydantic/pydantic-ai
GHSA-v2wp-frmc-5q3v,lemur,pypi,critical,0,,0,False,
GHSA-r9gp-7f88-9r54,lemur,pypi,medium,0,,0,False,
GHSA-q437-g7fv-2jvv,lemur,pypi,medium,0,,0,False,
GHSA-x3vf-mgxj-7785,lemur,pypi,medium,0,,0,False,
GHSA-54vg-pfh7-jq95,lemur,pypi,medium,0,,0,False,
GHSA-qcqw-jwxc-2hqg,lemur,pypi,high,0,,0,False,
GHSA-g697-2xrc-gc46,amazon-braket-sdk,pypi,high,0,,0,False,
GHSA-w39p-vh2g-g8g5,langgraph-sdk,pypi,medium,0,,0,False,
GHSA-fjqc-hq36-qh5p,langgraph-checkpoint,pypi,medium,0,,0,False,
GHSA-jf6w-2mvx-633j,justhtml,pypi,medium,0,,0,False,
GHSA-w2j7-f3c6-g8cw,Flask-Security,pypi,medium,0,,0,False,
GHSA-phv5-334h-mxcw,motioneye,pypi,critical,0,,0,False,
GHSA-qxvg-h7q2-hcxh,motioneye,pypi,critical,0,,0,False,
GHSA-j67x-q29f-qcvv,motioneye,pypi,medium,0,,0,False,
GHSA-rw9q-97r9-8gvh,motioneye,pypi,high,0,,0,False,
GHSA-j4h9-pm27-4rfw,OctoPrint,pypi,high,0,,0,False,
GHSA-3vwc-qwhc-3mj7,glances,pypi,high,0,,0,False,
GHSA-p6qx-ghxm-389h,OctoPrint,pypi,medium,0,,0,False,
GHSA-qc2x-6f54-m6h9,zeroconf,pypi,medium,1,_read_character_string;_read_others,2,False,python-zeroconf/python-zeroconf
GHSA-w856-8p3r-p338,glances,pypi,medium,0,,0,False,
GHSA-87qc-fj39-wccr,glances,pypi,high,0,,0,False,
GHSA-9837-48hr-q32j,glances,pypi,high,0,,0,False,
GHSA-v5r2-qh84-fjx5,glances,pypi,high,0,,0,False,
GHSA-r3cw-c95m-wfh9,motioneye,pypi,critical,0,,0,False,
GHSA-95pq-hr8p-f5g7,comfyui-manager,pypi,high,1,_handle_first_update_migration;_migrate_config_with_security_check;_move_legacy_to_backup;add_startup_notice;check_bypass_ssl;check_legacy_backup;check_suspicious_manager;execute_lazy_delete;fetch_updates;fix_custom_node;force_security_level_if_needed;get_bool;get_comfyui_versions;get_manager_path;get_notice;get_snapshot_list;get_startup_alerts;has_system_user_api;install_custom_node_git_url;is_import_failed_extension;migrate_legacy_config;remove_snapshot;run_migration_checks;security_403_response;setup_environment;update_user_directory;warn_outdated_comfyui,27,True,Comfy-Org/ComfyUI-Manager
GHSA-rhgp-6wq6-9j67,motioneye,pypi,medium,0,,0,False,
GHSA-g9fx-5r4h-pcw3,motioneye,pypi,medium,0,,0,False,
GHSA-ffm6-vvph-g5f5,pycti,pypi,high,0,,0,False,
GHSA-4mvw-j8r9-xcgc,pycti,pypi,medium,1,,0,False,OpenCTI-Platform/opencti
GHSA-869j-r97x-hx2g,aqt,pypi,high,0,,0,False,
GHSA-4xgf-cpjx-pc3j,pydantic-settings,pypi,medium,0,,0,False,
GHSA-f4xh-w4cj-qxq8,langsmith,pypi,high,0,,0,False,
GHSA-4cc2-g9w2-fhf6,zeep,pypi,medium,1,ExternalReferenceForbidden;Settings;__init__;__str__;_get_xml_document;add_documents;dump;load_external;load_external_async;parse_xml,10,False,mvantellingen/python-zeep
GHSA-cw6h-ffmh-x6vh,aqt,pypi,medium,0,,0,False,
GHSA-wvrh-2f4m-924v,ChatterBot,pypi,medium,0,,0,False,
GHSA-c795-2g9c-j48m,everos,pypi,high,0,,0,False,
GHSA-6gqw-jqv7-v88m,stigmem-node,pypi,high,1,RevocationAuthorityMismatch;_apply_tombstone_filter;_build_parser;_build_pinned_request;_check_domain;_check_tl_inclusion_for_peer;_cmd_backfill_cids;_decay_job_worker;_emit_tombstone_audit;_enqueue_tombstone_rebroadcast;_existing_entity_uri_for_node;_existing_record_for_cid;_fetch_facts_by_ids;_fetch_relay_manifest;_get_quarantined_fact;_get_tombstone_filter;_ingest_revocation;_ingest_tombstone;_jitter;_pinned_get;_pinned_manifest_get;_pinned_relay_manifest_get;_pinned_well_known_get;_provenance_scopes;_push_tombstone_to_peers;_query_facts_as_of_impl;_read_scopes_for_session;_recall_as_of_impl;_recency_as_of;_refresh_tombstone_cache;_resolve_effective_min_conf;_resolve_provenance_entry;_resolve_well_known_pin;_select_ttl_candidates;_try_fetch_manifest;_verify_id_token;_verify_key_hash;admit_fact;assert_fact_impl;check_tombstone_status;create_job;decay_sweep;ensure_write_allowed;federation_ingest_tombstone_impl;filter_tombstoned_records;get_decay_job;get_fact;get_garden_by_slug_or_id;get_job;get_lint_job;get_provenance;get_tombstone_status;is_tombstoned;issue_tombstone;lint_scope;list_quarantined_facts;oidc_exchange;peer_pubkey_fingerprint;pull_from_peer_once;pull_tombstones_from_peer_once;rebind_facts_to_cid_v2;register_peer_impl;revoke_tombstone;run_decay_sweep,64,True,eidetic-labs/stigmem
GHSA-xhv3-q4xx-349r,stigmem-node,pypi,high,1,RevocationAuthorityMismatch;_apply_tombstone_filter;_build_parser;_build_pinned_request;_check_domain;_check_tl_inclusion_for_peer;_cmd_backfill_cids;_decay_job_worker;_emit_tombstone_audit;_enqueue_tombstone_rebroadcast;_existing_entity_uri_for_node;_existing_record_for_cid;_fetch_facts_by_ids;_fetch_relay_manifest;_get_quarantined_fact;_get_tombstone_filter;_ingest_revocation;_ingest_tombstone;_jitter;_pinned_get;_pinned_manifest_get;_pinned_relay_manifest_get;_pinned_well_known_get;_provenance_scopes;_push_tombstone_to_peers;_query_facts_as_of_impl;_read_scopes_for_session;_recall_as_of_impl;_recency_as_of;_refresh_tombstone_cache;_resolve_effective_min_conf;_resolve_provenance_entry;_resolve_well_known_pin;_select_ttl_candidates;_try_fetch_manifest;_verify_id_token;_verify_key_hash;admit_fact;assert_fact_impl;check_tombstone_status;create_job;decay_sweep;ensure_write_allowed;federation_ingest_tombstone_impl;filter_tombstoned_records;get_decay_job;get_fact;get_garden_by_slug_or_id;get_job;get_lint_job;get_provenance;get_tombstone_status;is_tombstoned;issue_tombstone;lint_scope;list_quarantined_facts;oidc_exchange;peer_pubkey_fingerprint;pull_from_peer_once;pull_tombstones_from_peer_once;rebind_facts_to_cid_v2;register_peer_impl;revoke_tombstone;run_decay_sweep,64,True,eidetic-labs/stigmem
GHSA-x26h-xmv8-gxf7,stigmem-node,pypi,high,1,RevocationAuthorityMismatch;_apply_tombstone_filter;_build_parser;_build_pinned_request;_check_domain;_check_tl_inclusion_for_peer;_cmd_backfill_cids;_decay_job_worker;_emit_tombstone_audit;_enqueue_tombstone_rebroadcast;_existing_entity_uri_for_node;_existing_record_for_cid;_fetch_facts_by_ids;_fetch_relay_manifest;_get_quarantined_fact;_get_tombstone_filter;_ingest_revocation;_ingest_tombstone;_jitter;_pinned_get;_pinned_manifest_get;_pinned_relay_manifest_get;_pinned_well_known_get;_provenance_scopes;_push_tombstone_to_peers;_query_facts_as_of_impl;_read_scopes_for_session;_recall_as_of_impl;_recency_as_of;_refresh_tombstone_cache;_resolve_effective_min_conf;_resolve_provenance_entry;_resolve_well_known_pin;_select_ttl_candidates;_try_fetch_manifest;_verify_id_token;_verify_key_hash;admit_fact;assert_fact_impl;check_tombstone_status;create_job;decay_sweep;ensure_write_allowed;federation_ingest_tombstone_impl;filter_tombstoned_records;get_decay_job;get_fact;get_garden_by_slug_or_id;get_job;get_lint_job;get_provenance;get_tombstone_status;is_tombstoned;issue_tombstone;lint_scope;list_quarantined_facts;oidc_exchange;peer_pubkey_fingerprint;pull_from_peer_once;pull_tombstones_from_peer_once;rebind_facts_to_cid_v2;register_peer_impl;revoke_tombstone;run_decay_sweep,64,True,eidetic-labs/stigmem
GHSA-6v7p-g79w-8964,msgpack,pypi,high,1,unpackb,1,False,msgpack/msgpack-python
GHSA-ccv6-r384-xp75,langflow,pypi,critical,1,_safe_extract_zip;_unpack_and_collect_files,2,False,langflow-ai/langflow
GHSA-qwqc-p3q8-wcg9,langflow,pypi,high,1,check_boundary;create_app;get_flow_id;upload_file,4,False,langflow-ai/langflow
GHSA-7hw8-6q6r-4276,langflow,pypi,medium,2,refresh_token,1,False,langflow-ai/langflow
GHSA-qrpv-q767-xqq2,langflow,pypi,high,2,check_flow_user_permission;get_arg_names;get_flow_for_api_key_user;get_flow_for_current_user;on_disconnect;simplified_run_flow;webhook_run_flow,7,False,langflow-ai/langflow
GHSA-h4gh-22qq-72r7,py7zr,pypi,medium,0,,0,False,
GHSA-gjrg-mpp7-g774,py7zr,pypi,medium,0,,0,False,
GHSA-rpj2-4hq8-938g,vcrpy,pypi,high,0,,0,False,
GHSA-jr33-mw75-7j8f,dbt-mcp,pypi,medium,0,,0,False,
GHSA-p5wc-9w9r-m232,ultimate-sitemap-parser,pypi,high,0,,0,False,
GHSA-8823-qg2x-pv9f,ultimate-sitemap-parser,pypi,high,0,,0,False,
GHSA-3j69-69wj-xqx2,ujson,pypi,medium,1,,0,False,ultrajson/ultrajson
GHSA-vq2f-vcc9-j8mv,python-liquid,pypi,medium,0,,0,False,
GHSA-436q-jwfr-rm2h,jupyterlab-git,pypi,high,0,,0,False,
GHSA-f962-v9hr-pfg5,jupyterlab-git,pypi,high,0,,0,False,
GHSA-v5jw-96jm-7h2c,stanza,pypi,high,0,,0,False,
GHSA-x84v-g949-293w,homeassistant,pypi,high,0,,0,False,
GHSA-q6rc-2cgv-63h7,py7zr,pypi,high,0,,0,False,
GHSA-jv2h-4p9v-wf5w,ouroboros-ai,pypi,high,0,,0,False,
GHSA-vmhf-c436-hxj4,jupyterlab,pypi,medium,2,,0,False,jupyterlab/jupyterlab
GHSA-wg5p-8h9p-3mr7,agent-coderag,pypi,high,0,,0,False,
GHSA-6rfw-mq36-jm8h,bedrock-agentcore,pypi,high,0,,0,False,
GHSA-x44p-gg67-52fc,praisonai,pypi,medium,0,,0,False,
GHSA-fwh2-95jw-g4j6,praisonai,pypi,high,0,,0,False,
GHSA-wm69-2pc3-rmmf,crawl4ai,pypi,high,0,,0,False,
GHSA-r253-r9jw-qg44,crawl4ai,pypi,critical,0,,0,False,
GHSA-2jq4-q6vv-4cp3,crawl4ai,pypi,critical,0,,0,False,
GHSA-hxpf-9xvq-wph8,netlicensing-mcp,pypi,critical,0,,0,False,
GHSA-mpx4-jmpr-vm8v,pghoard,pypi,low,0,,0,False,
GHSA-j8cv-x86q-rj85,pipecat-ai,pypi,high,1,_extract_ws_token;_format_transport_status;_generate_ws_token;_handle_plain_ws;_handle_telephony_ws;_print_startup_message;_run_websocket_bot;_setup_telephony_routes;_setup_websocket_routes;_verify_and_consume_ws_token;bot;handle_dialin_webhook;main;start_agent;start_call;validation_exception_handler;websocket_client_endpoint;websocket_client_endpoint_with_token;websocket_endpoint;websocket_endpoint_with_token,20,True,pipecat-ai/pipecat
GHSA-fcw5-x6j4-ccmp,jupyter-server,pypi,critical,1,NbconvertFileHandler;NbconvertPostHandler;content_security_policy;init_settings;template_file_path,5,False,jupyter-server/jupyter_server
GHSA-rvp7-w75q-9fv2,bbot,pypi,low,1,_check_output_path;get_run_artifacts;get_workflow_runs,3,False,blacklanternsecurity/bbot
GHSA-m54h-vhf9-3w3m,bbot,pypi,medium,1,handle_event;save_workspace,2,False,blacklanternsecurity/bbot
GHSA-3mp7-vp6j-2mxx,bbot,pypi,low,1,_parse_www_authenticate;_validate_realm;docker_api_request,3,False,blacklanternsecurity/bbot
GHSA-3vgw-585j-4m45,bbot,pypi,medium,1,_SafeUnpickler;extract_file;find_class;preload_cache;unarchive,5,False,blacklanternsecurity/bbot
GHSA-2fjj-qqg8-fg7x,praisonai-platform,pypi,medium,0,,0,False,
GHSA-jm82-fx9c-mx94,pypdf,pypi,medium,1,ContentStream;NameObject;_get_next_object_position;_parse_content_stream;read_from_stream;read_until_regex;skip_over_comment;write_to_stream,8,False,py-pdf/pypdf
GHSA-v4jc-pm6r-3vj8,python-statemachine,pypi,critical,0,,0,False,
GHSA-cwj8-7gp2-ggcw,praisonai-platform,pypi,critical,0,,0,False,
GHSA-6jcq-6546-qrrw,praisonai,pypi,high,0,,0,False,
GHSA-8ccj-p46r-jwqq,praisonai,pypi,high,0,,0,False,
GHSA-4pcv-mg8v-vrgf,praisonaiagents,pypi,high,0,,0,False,
GHSA-f38v-77qj-h4jq,praisonai-platform,pypi,critical,0,,0,False,
GHSA-29w3-p9w9-wc47,praisonai,pypi,critical,0,,0,False,
GHSA-jxcw-qp4h-6jfq,praisonai,pypi,high,0,,0,False,
GHSA-7qw2-w5rc-37x2,praisonai,pypi,high,0,,0,False,
GHSA-c969-5x3p-vq3v,praisonaiagents,pypi,high,0,,0,False,
GHSA-f44v-7qgw-9gh9,praisonai,pypi,high,0,,0,False,
GHSA-gcq3-mfvh-3x25,praisonai,pypi,high,0,,0,False,
GHSA-p75f-6fp4-p57w,praisonai,pypi,critical,0,,0,False,
GHSA-x92v-rpx6-p6cw,praisonai,pypi,high,0,,0,False,
GHSA-rh39-9c67-59mh,praisonai-platform,pypi,high,0,,0,False,
GHSA-892r-p3jq-jp24,praisonai,pypi,critical,0,,0,False,
GHSA-x8cv-xmq7-p8xp,praisonaiagents,pypi,critical,0,,0,False,
GHSA-rjvw-7vvw-549v,praisonai,pypi,high,0,,0,False,
GHSA-fq2m-6wqh-x44g,praisonai,pypi,critical,0,,0,False,
GHSA-2rcg-mm5h-xchx,praisonaiagents,pypi,high,0,,0,False,
GHSA-j4hj-7hfh-g2f4,praisonai,pypi,critical,0,,0,False,
GHSA-vxgj-xg5c-p4h7,praisonaiagents,pypi,high,0,,0,False,
GHSA-4869-x4pr-q22x,praisonai,pypi,critical,0,,0,False,
GHSA-p4pj-vh7h-6cqh,praisonai,pypi,high,0,,0,False,
GHSA-x227-pf99-vffg,praisonaiagents,pypi,critical,0,,0,False,
GHSA-pv2j-rghr-v5r9,praisonaiagents,pypi,medium,0,,0,False,
GHSA-6h9p-93hq-q7h6,praisonaiagents,pypi,medium,0,,0,False,
GHSA-w6h2-fr4q-xvxv,praisonai,pypi,high,0,,0,False,
GHSA-v847-hxxw-3pxg,praisonai,pypi,high,0,,0,False,
GHSA-63v4-w882-g4x2,praisonai,pypi,high,0,,0,False,
GHSA-fc26-m9pf-v56q,praisonai,pypi,high,0,,0,False,
GHSA-j7qx-p75m-wp7g,praisonai,pypi,high,0,,0,False,
GHSA-qvpf-j64c-jmhr,praisonai,pypi,high,0,,0,False,
GHSA-5qw8-f2g9-ff29,praisonai,pypi,high,0,,0,False,
GHSA-vmf9-xx9w-86wx,praisonaiagents,pypi,high,0,,0,False,
GHSA-22cj-m4wf-fv2c,praisonai,pypi,high,0,,0,False,
GHSA-8579-rgg5-ph2m,praisonai,pypi,high,0,,0,False,
GHSA-35w5-pcw4-jx94,praisonaiagents,pypi,medium,0,,0,False,
GHSA-8m59-7xv8-735h,marimo,pypi,medium,2,_resolve_lsp_workspace,1,False,marimo-team/marimo
GHSA-4pqm-j46f-795x,hermes-agent,pypi,high,3,_ws_client_is_allowed;_ws_host_origin_is_allowed;_ws_request_is_allowed;events_ws;gateway_ws;pty_ws;pub_ws,7,False,NousResearch/hermes-agent
GHSA-99f9-j8r3-p853,hermes-agent,pypi,medium,3,ResponseStore;__init__;_commit;_load_subscriptions;_secure_file_mode;_tighten_file_permissions;get;put;set_conversation,9,False,NousResearch/hermes-agent
GHSA-x223-p2gf-v735,langflow,pypi,critical,1,UploadError;get_task_status;upload;upload_file,4,False,langflow-ai/langflow
GHSA-4mpj-78p6-rj59,picklescan,pypi,critical,0,,0,False,
GHSA-cc5p-54x3-hcf8,picklescan,pypi,high,2,,0,False,mmaitre314/picklescan
GHSA-j6c9-qvp8-699f,picklescan,pypi,critical,0,,0,False,
GHSA-5v23-73v4-w2fp,picklescan,pypi,high,0,,0,False,
GHSA-82fg-2r99-h7v6,picklescan,pypi,critical,0,,0,False,
GHSA-5gp7-4733-2w2v,picklescan,pypi,high,0,,0,False,
GHSA-9g3x-6x24-vf9f,pdfkit,pypi,high,0,,0,False,
GHSA-5rph-q42j-36j9,picklescan,pypi,critical,1,,0,False,mmaitre314/picklescan
GHSA-7f79-rvx6-vxc4,picklescan,pypi,critical,0,,0,False,
GHSA-6wrm-x65g-hr4p,horizon,pypi,medium,0,,0,False,
GHSA-rmpp-8wf5-xx5q,picklescan,pypi,critical,0,,0,False,
GHSA-6v84-v468-3c7f,picklescan,pypi,critical,0,,0,False,
GHSA-qf38-jq28-3ccq,apache-airflow-providers-sftp,pypi,critical,1,_validate_within_directory;delete_file;retrieve_directory;retrieve_file_chunk,4,False,apache/airflow
GHSA-x8xr-mj9x-6h7w,vllm,pypi,medium,0,,0,False,
GHSA-8788-j68r-3cgh,open-webui,pypi,medium,0,,0,False,
GHSA-9rpj-v7hf-vv2w,open-webui,pypi,medium,0,,0,False,
GHSA-p5cp-r7rg-qpxc,open-webui,pypi,medium,0,,0,False,
GHSA-jrfp-m64g-pcwv,open-webui,pypi,high,0,,0,False,
GHSA-r2wg-2mcr-66rv,open-webui,pypi,high,0,,0,False,
GHSA-cx9v-4qj2-jrw6,open-webui,pypi,medium,0,,0,False,
GHSA-4r4w-2wgp-w7cj,open-webui,pypi,medium,0,,0,False,
GHSA-j2c8-v969-8r5c,open-webui,pypi,medium,0,,0,False,
GHSA-v2qm-5wxj-qhj7,open-webui,pypi,high,0,,0,False,
GHSA-vjqm-6gcc-62cr,open-webui,pypi,high,0,,0,False,
GHSA-v8qj-hxv7-mgvv,open-webui,pypi,high,0,,0,False,
GHSA-vrhc-3fr6-pc3c,open-webui,pypi,high,2,has_access_to_file;insert_chat_files,2,False,open-webui/open-webui
GHSA-wch8-mhj5-9frg,open-webui,pypi,medium,0,,0,False,
GHSA-226f-f24g-524w,open-webui,pypi,high,0,,0,False,
GHSA-3vv5-8xxp-4f55,open-webui,pypi,high,0,,0,False,
GHSA-f3g7-59qc-pqg6,open-webui,pypi,medium,0,,0,False,
GHSA-6pr9-rp53-2pmc,vllm,pypi,medium,2,__init__;_preprocess_speech_to_text;_resolve_rust_frontend_path;compile_factors;load_audio;load_audio_pyav;load_audio_soundfile,7,False,vllm-project/vllm
GHSA-hgg8-fqqc-vfmw,vllm,pypi,medium,2,_run_generation;count_tokens;create_messages;handle_connection;start_block,5,False,vllm-project/vllm
GHSA-5jv2-g5wq-cmr4,vllm,pypi,medium,2,,0,False,vllm-project/vllm
GHSA-8jr5-v98p-w75m,vllm,pypi,medium,2,_convert_image_mode;_has_transparency;convert_image_mode;normalize_image;rescale_image_size;rgba_to_rgb,6,False,vllm-project/vllm
GHSA-7h4p-rffg-7823,vllm,pypi,medium,2,_verify_args,1,False,vllm-project/vllm
GHSA-4xpc-pv4p-pm3w,litellm,pypi,critical,0,,0,False,
GHSA-69qj-pvh9-c5wg,yt-dlp,pypi,high,2,UnsafeExecExpansionError;XAttrUnavailableError;_copy_infodict;_preset_alias_callback;check_deprecated;create_key;main;prepare_outtmpl;set_downloader,9,False,yt-dlp/yt-dlp
GHSA-mfg3-p6m3-gjgr,nova,pypi,medium,0,,0,False,
GHSA-9fr2-p65v-gqxq,openclaw,pypi,high,0,,0,False,
GHSA-x7cf-6gp3-q5f8,openclaw,pypi,medium,0,,0,False,
GHSA-vx4q-3cr2-7cg2,yt-dlp,pypi,high,1,_call_downloader;_call_process;_make_cmd;aria2c_rpc;get_stat;supports_manifest,6,False,yt-dlp/yt-dlp
GHSA-6qhc-x826-342c,crawl4ai,pypi,high,0,,0,False,
GHSA-7cx2-g3h9-382p,crawl4ai,pypi,high,1,read_index,1,False,unclecode/crawl4ai
GHSA-f989-c77f-r2cq,crawl4ai,pypi,high,0,,0,False,
GHSA-4qqr-vv2q-cmr5,crawl4ai,pypi,high,0,,0,False,
GHSA-c6mh-fpjc-4pr3,yt-dlp,pypi,high,1,_UnsafeExtensionError;__init__;_change_extension;_write_link_file;parse_duration;sanitize_extension,6,False,yt-dlp/yt-dlp
GHSA-f7j3-774f-rfhj,yt-dlp,pypi,medium,1,WgetFD;_call_process;_make_cmd;_write_cookies;available;kill;run,7,False,yt-dlp/yt-dlp
GHSA-365w-hqf6-vxfg,crawl4ai,pypi,critical,0,,0,False,
GHSA-qxjp-w3pj-48m7,crawl4ai,pypi,critical,2,_apply_transform;_safe_eval_expression;show_usage,3,False,unclecode/crawl4ai
GHSA-94f4-hr76-p5j6,vllm,pypi,critical,1,__call__,1,False,vllm-project/vllm
GHSA-rcjh-r59h-gq37,langflow,pypi,medium,0,,0,False,
GHSA-v5ff-9q35-q26f,langflow,pypi,critical,0,,0,False,
GHSA-79ph-745m-6wxq,langflow,pypi,medium,1,_resolve_kb_path;_validate_kb_path_containment;create_knowledge_base,3,False,langflow-ai/langflow
GHSA-q8gq-377p-jq3r,vllm,pypi,high,1,__post_init__;__repr__;_get_prompt_token_ids;_merge_default_parameters;_set_default_parameters;build_pooling_cursor;get_act_fn;get_prompt_token_ids_cpu;resolve_classifier_act_fn,9,False,vllm-project/vllm
GHSA-9c59-2mvc-vfr8,langflow,pypi,high,0,,0,False,
GHSA-6hw7-j4jw-wpff,galaxy-ng,pypi,high,0,,0,False,
